Politician,Type,Policy,URL
Josh Wilson,VeryStronglyAgainst,Stopping people who arrive by boat from ever coming to Australia,https://theyvoteforyou.org.au/policies/134
Josh Wilson,VeryStronglyAgainst,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Josh Wilson,VeryStronglyAgainst,The Australian Renewable Energy Agency  ARENA,https://theyvoteforyou.org.au/policies/127
Josh Wilson,VeryStronglyAgainst,The Coalition s new schools funding policy   Gonski 2 0,https://theyvoteforyou.org.au/policies/151
Josh Wilson,VeryStronglyAgainst,Tighter means testing of family payments,https://theyvoteforyou.org.au/policies/57
Jim Molan,VeryStronglyFor,A combined Federal Circuit and Family Court of Australia,https://theyvoteforyou.org.au/policies/202
Jim Molan,VeryStronglyFor,A Free Trade Agreement with China,https://theyvoteforyou.org.au/policies/142
Jim Molan,VeryStronglyFor,Adani s proposed Carmichael coal mine in the Galilee Basin,https://theyvoteforyou.org.au/policies/162
Jim Molan,VeryStronglyFor,An independent NDIS assessment process,https://theyvoteforyou.org.au/policies/226
Jim Molan,VeryStronglyFor,Australia s timber industry,https://theyvoteforyou.org.au/policies/217
Jim Molan,VeryStronglyFor,Changing the wording of section 18C of the Racial Discrimination Act,https://theyvoteforyou.org.au/policies/147
Jim Molan,VeryStronglyFor,Decreasing ABC and SBS funding,https://theyvoteforyou.org.au/policies/56
Jim Molan,VeryStronglyFor,Decreasing availability of welfare payments,https://theyvoteforyou.org.au/policies/34
Jim Molan,VeryStronglyFor,Increasing parliamentary entitlements for current MPs and Senators,https://theyvoteforyou.org.au/policies/98
Jim Molan,VeryStronglyFor,Increasing state and territory environmental approval powers,https://theyvoteforyou.org.au/policies/245
Jim Molan,VeryStronglyFor,Increasing the cost of humanities degrees,https://theyvoteforyou.org.au/policies/246
Jim Molan,VeryStronglyFor,Live animal export,https://theyvoteforyou.org.au/policies/32
Jim Molan,VeryStronglyFor,MacMines  proposed China Stone coal mine in the Galilee Basin,https://theyvoteforyou.org.au/policies/201
Jim Molan,VeryStronglyFor,Making more water from Murray Darling Basin available to use,https://theyvoteforyou.org.au/policies/185
Jim Molan,VeryStronglyFor,Mandatory minimum sentences for certain offences,https://theyvoteforyou.org.au/policies/238
Jim Molan,VeryStronglyFor,Political interference in research funding,https://theyvoteforyou.org.au/policies/203
Jim Molan,VeryStronglyFor,Prioritising religious freedom,https://theyvoteforyou.org.au/policies/198
Jim Molan,VeryStronglyFor,Privatising government assets,https://theyvoteforyou.org.au/policies/21
Jim Molan,VeryStronglyFor,Privatising government services,https://theyvoteforyou.org.au/policies/168
Jim Molan,VeryStronglyFor,Privatising the ABC,https://theyvoteforyou.org.au/policies/186
Jim Molan,VeryStronglyFor,Putting welfare payments onto restricted debit cards  known as cashless debit cards,https://theyvoteforyou.org.au/policies/109
Jim Molan,VeryStronglyFor,Regional processing of asylum seekers,https://theyvoteforyou.org.au/policies/16
Jim Molan,VeryStronglyFor,Revoking citizenship of dual nationals involved with terrorism offences by the minister,https://theyvoteforyou.org.au/policies/84
Jim Molan,VeryStronglyFor,The Trans Pacific Partnership  TPP  Agreement,https://theyvoteforyou.org.au/policies/77
Jim Molan,VeryStronglyFor,Tobacco plain packaging,https://theyvoteforyou.org.au/policies/2
Jim Molan,StronglyFor,Increasing investment in the coal industry,https://theyvoteforyou.org.au/policies/141
Jim Molan,StronglyFor,Nuclear energy,https://theyvoteforyou.org.au/policies/196
Jim Molan,StronglyFor,Offshore oil mining,https://theyvoteforyou.org.au/policies/231
Jim Molan,StronglyFor,Targeting foreign interference in Australia,https://theyvoteforyou.org.au/policies/187
Jim Molan,StronglyFor,The Paris Climate Agreement,https://theyvoteforyou.org.au/policies/183
Jim Molan,StronglyFor,Unconventional gas mining,https://theyvoteforyou.org.au/policies/18
Jim Molan,ModeratelyFor,A declared area offence,https://theyvoteforyou.org.au/policies/189
Jim Molan,ModeratelyFor,Continuing Detention Orders  CDOs,https://theyvoteforyou.org.au/policies/139
Jim Molan,ModeratelyFor,Increasing surveillance powers,https://theyvoteforyou.org.au/policies/44
Jim Molan,ModeratelyFor,Preventative Detention Orders  PDOs,https://theyvoteforyou.org.au/policies/135
Jim Molan,ModeratelyFor,Promoting multiculturalism,https://theyvoteforyou.org.au/policies/194
Jim Molan,Mixed,An independent inquiry into Attorney General Christian Porter,https://theyvoteforyou.org.au/policies/256
Jim Molan,Mixed,Reducing air pollution,https://theyvoteforyou.org.au/policies/225
Jim Molan,Mixed,Speeding things along in Parliament  procedural,https://theyvoteforyou.org.au/policies/112
Jim Molan,Mixed,Suspending the rules to allow a vote to happen  procedural,https://theyvoteforyou.org.au/policies/113
Jim Molan,ModeratelyAgainst,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Jim Molan,ModeratelyAgainst,Banning new thermal coal mines,https://theyvoteforyou.org.au/policies/222
Jim Molan,ModeratelyAgainst,Closing the gap between Indigenous and non Indigenous Australians,https://theyvoteforyou.org.au/policies/160
Jim Molan,ModeratelyAgainst,Implementing refugee and protection conventions,https://theyvoteforyou.org.au/policies/8
Jim Molan,ModeratelyAgainst,Increasing government support for the dairy industry,https://theyvoteforyou.org.au/policies/208
Jim Molan,ModeratelyAgainst,Increasing transparency of big business by making information public,https://theyvoteforyou.org.au/policies/81
Jim Molan,ModeratelyAgainst,Increasing transparency of the China Australia relationship,https://theyvoteforyou.org.au/policies/75
Jim Molan,ModeratelyAgainst,Stopping tax avoidance or aggressive tax minimisation,https://theyvoteforyou.org.au/policies/92
Jim Molan,StronglyAgainst,Building community climate change resilience,https://theyvoteforyou.org.au/policies/228
Jim Molan,StronglyAgainst,Decreasing the gender pay gap,https://theyvoteforyou.org.au/policies/72
Jim Molan,StronglyAgainst,Encouraging Australian based industry,https://theyvoteforyou.org.au/policies/42
Jim Molan,StronglyAgainst,For increasing the Youth Allowance rate,https://theyvoteforyou.org.au/policies/219
Jim Molan,StronglyAgainst,Increasing accessibility of government data and documents,https://theyvoteforyou.org.au/policies/59
Jim Molan,StronglyAgainst,Increasing consumer protections,https://theyvoteforyou.org.au/policies/45
Jim Molan,StronglyAgainst,Increasing legal protections for LGBTI people,https://theyvoteforyou.org.au/policies/195
Jim Molan,StronglyAgainst,Increasing restrictions on gambling,https://theyvoteforyou.org.au/policies/39
Jim Molan,StronglyAgainst,Increasing scrutiny of asylum seeker management,https://theyvoteforyou.org.au/policies/4
Jim Molan,StronglyAgainst,Increasing trade unions  powers in the workplace,https://theyvoteforyou.org.au/policies/6
Jim Molan,StronglyAgainst,Removing children from immigration detention,https://theyvoteforyou.org.au/policies/60
Jim Molan,StronglyAgainst,Transgender rights,https://theyvoteforyou.org.au/policies/214
Jim Molan,StronglyAgainst,Treating government action on climate change as a matter of urgency,https://theyvoteforyou.org.au/policies/79
Jim Molan,VeryStronglyAgainst,A carbon price,https://theyvoteforyou.org.au/policies/3
Jim Molan,VeryStronglyAgainst,A constitutionally enshrined First Nations Voice in parliament,https://theyvoteforyou.org.au/policies/257
Jim Molan,VeryStronglyAgainst,A Royal Commission into banking,https://theyvoteforyou.org.au/policies/95
Jim Molan,VeryStronglyAgainst,A Royal Commission into Robodebt,https://theyvoteforyou.org.au/policies/243
Jim Molan,VeryStronglyAgainst,A Royal Commission into Violence and Abuse against People with Disability,https://theyvoteforyou.org.au/policies/157
Jim Molan,VeryStronglyAgainst,A travel ban on people from certain countries,https://theyvoteforyou.org.au/policies/200
Jim Molan,VeryStronglyAgainst,An inquiry into the Iraq War,https://theyvoteforyou.org.au/policies/180
Jim Molan,VeryStronglyAgainst,Assisting Australians trying to return from overseas,https://theyvoteforyou.org.au/policies/249
Jim Molan,VeryStronglyAgainst,Assisting the Arts sector through the coronavirus pandemic,https://theyvoteforyou.org.au/policies/236
Jim Molan,VeryStronglyAgainst,Buffer zones around abortion clinics,https://theyvoteforyou.org.au/policies/107
Jim Molan,VeryStronglyAgainst,Building Australia s new submarine fleet in South Australia,https://theyvoteforyou.org.au/policies/63
Jim Molan,VeryStronglyAgainst,Changing the date of Australia Day,https://theyvoteforyou.org.au/policies/144
Jim Molan,VeryStronglyAgainst,Community right to say no to nuclear waste disposal sites,https://theyvoteforyou.org.au/policies/216
Jim Molan,VeryStronglyAgainst,Creating a federal Anti Corruption Commission,https://theyvoteforyou.org.au/policies/86
Jim Molan,VeryStronglyAgainst,Criminalising  revenge porn,https://theyvoteforyou.org.au/policies/158
Jim Molan,VeryStronglyAgainst,Doctor initiated medical transfers for asylum seekers,https://theyvoteforyou.org.au/policies/145
Jim Molan,VeryStronglyAgainst,Ending Governor General allowances for serious misconduct,https://theyvoteforyou.org.au/policies/212
Jim Molan,VeryStronglyAgainst,Ending illegal logging,https://theyvoteforyou.org.au/policies/93
Jim Molan,VeryStronglyAgainst,Ending immigration detention on Manus Island,https://theyvoteforyou.org.au/policies/121
Jim Molan,VeryStronglyAgainst,Ending immigration detention on Nauru,https://theyvoteforyou.org.au/policies/118
Jim Molan,VeryStronglyAgainst,Expanding Medicare funded dental care,https://theyvoteforyou.org.au/policies/178
Jim Molan,VeryStronglyAgainst,Extending Jobkeeper Payment,https://theyvoteforyou.org.au/policies/253
Jim Molan,VeryStronglyAgainst,Federal action on public housing,https://theyvoteforyou.org.au/policies/116
Jim Molan,VeryStronglyAgainst,Government action on animal   plant extinctions,https://theyvoteforyou.org.au/policies/172
Jim Molan,VeryStronglyAgainst,Implementing the recommendations of the Royal Commission into Aboriginal Deaths in Custody,https://theyvoteforyou.org.au/policies/258
Jim Molan,VeryStronglyAgainst,Increasing Aboriginal land rights,https://theyvoteforyou.org.au/policies/24
Jim Molan,VeryStronglyAgainst,Increasing access to the JobKeeper Payment,https://theyvoteforyou.org.au/policies/235
Jim Molan,VeryStronglyAgainst,Increasing eligibility requirements for Australian citizenship,https://theyvoteforyou.org.au/policies/184
Jim Molan,VeryStronglyAgainst,Increasing federal government support for childcare,https://theyvoteforyou.org.au/policies/171
Jim Molan,VeryStronglyAgainst,Increasing fishing restrictions,https://theyvoteforyou.org.au/policies/41
Jim Molan,VeryStronglyAgainst,Increasing freedom of political communication,https://theyvoteforyou.org.au/policies/53
Jim Molan,VeryStronglyAgainst,Increasing funding for public schools,https://theyvoteforyou.org.au/policies/241
Jim Molan,VeryStronglyAgainst,Increasing funding for university education,https://theyvoteforyou.org.au/policies/25
Jim Molan,VeryStronglyAgainst,Increasing housing affordability,https://theyvoteforyou.org.au/policies/117
Jim Molan,VeryStronglyAgainst,Increasing investment in renewable energy,https://theyvoteforyou.org.au/policies/20
Jim Molan,VeryStronglyAgainst,Increasing marine conservation,https://theyvoteforyou.org.au/policies/17
Jim Molan,VeryStronglyAgainst,Increasing political transparency,https://theyvoteforyou.org.au/policies/199
Jim Molan,VeryStronglyAgainst,Increasing protection of Aboriginal heritage sites,https://theyvoteforyou.org.au/policies/30
Jim Molan,VeryStronglyAgainst,Increasing protection of Australia s fresh water,https://theyvoteforyou.org.au/policies/15
Jim Molan,VeryStronglyAgainst,Increasing protections for franchisees,https://theyvoteforyou.org.au/policies/255
Jim Molan,VeryStronglyAgainst,Increasing the diversity of media ownership,https://theyvoteforyou.org.au/policies/68
Jim Molan,VeryStronglyAgainst,Increasing the foreign aid budget to 0 7  of Gross National Income,https://theyvoteforyou.org.au/policies/99
Jim Molan,VeryStronglyAgainst,Increasing the Newstart Allowance rate,https://theyvoteforyou.org.au/policies/179
Jim Molan,VeryStronglyAgainst,Landholders  right to say no to mining and gas exploration,https://theyvoteforyou.org.au/policies/62
Jim Molan,VeryStronglyAgainst,Legalising euthanasia,https://theyvoteforyou.org.au/policies/190
Jim Molan,VeryStronglyAgainst,More scrutiny of intelligence services   police,https://theyvoteforyou.org.au/policies/23
Jim Molan,VeryStronglyAgainst,More scrutiny of the Australian Defence Force,https://theyvoteforyou.org.au/policies/137
Jim Molan,VeryStronglyAgainst,Paid parental leave equality for stay at home mums and dads,https://theyvoteforyou.org.au/policies/240
Jim Molan,VeryStronglyAgainst,Pill testing,https://theyvoteforyou.org.au/policies/206
Jim Molan,VeryStronglyAgainst,Protecting Australian sovereignty in trade agreements,https://theyvoteforyou.org.au/policies/204
Jim Molan,VeryStronglyAgainst,Protecting citizens  privacy,https://theyvoteforyou.org.au/policies/128
Jim Molan,VeryStronglyAgainst,Protecting the Great Barrier Reef,https://theyvoteforyou.org.au/policies/122
Jim Molan,VeryStronglyAgainst,Protecting threatened forest and bushland habitats,https://theyvoteforyou.org.au/policies/94
Jim Molan,VeryStronglyAgainst,Protecting whales within Australian waters,https://theyvoteforyou.org.au/policies/67
Jim Molan,VeryStronglyAgainst,Protecting whistleblowers,https://theyvoteforyou.org.au/policies/90
Jim Molan,VeryStronglyAgainst,Requiring a warrant to access citizens  telecommunications records,https://theyvoteforyou.org.au/policies/55
Jim Molan,VeryStronglyAgainst,Restricting donations to political parties,https://theyvoteforyou.org.au/policies/85
Jim Molan,VeryStronglyAgainst,Stopping former ministers from taking lobbying positions within five years,https://theyvoteforyou.org.au/policies/192
Jim Molan,VeryStronglyAgainst,Strengthening gun control laws,https://theyvoteforyou.org.au/policies/126
Jim Molan,VeryStronglyAgainst,The Carbon Pollution Reduction Scheme,https://theyvoteforyou.org.au/policies/7
Jim Molan,VeryStronglyAgainst,The right to protest,https://theyvoteforyou.org.au/policies/140
Jim Molan,VeryStronglyAgainst,The use of strong encryption technologies,https://theyvoteforyou.org.au/policies/97
Jim Molan,VeryStronglyAgainst,Universal access to abortion services,https://theyvoteforyou.org.au/policies/176
Ed Husic,VeryStronglyFor,A fast transition from fossil fuels to renewable energy,https://theyvoteforyou.org.au/policies/91
Ed Husic,VeryStronglyFor,A minerals resource rent tax,https://theyvoteforyou.org.au/policies/14
